customerid,recency,frequency,monetary,Cluster3,Cluster4,Cluster,ClusterLabel
16495,3,3,684.4100000000004,2,0,0,Potential Customers
15669,40,4,684.3399999999999,2,0,0,Potential Customers
12942,131,3,683.9,2,0,0,Potential Customers
17874,185,6,683.4600000000002,1,2,2,Lost Customers
14222,177,1,683.17,1,2,2,Lost Customers
12838,33,2,683.13,2,0,0,Potential Customers
15582,24,3,682.91,2,0,0,Potential Customers
13548,96,2,682.41,2,0,0,Potential Customers
18135,29,5,681.9100000000001,2,0,0,Potential Customers
12478,3,1,680.99,2,0,0,Potential Customers
13524,40,5,680.1800000000001,2,0,0,Potential Customers
16872,77,3,680.02,2,0,0,Potential Customers
15322,85,1,679.6799999999998,2,0,0,Potential Customers
13430,18,2,679.4499999999999,2,0,0,Potential Customers
14788,7,2,679.4399999999998,2,0,0,Potential Customers
17994,121,4,678.4899999999997,2,0,0,Potential Customers
13925,92,4,678.25,2,0,0,Potential Customers
13607,40,1,678.01,2,0,0,Potential Customers
13388,131,2,677.1,2,0,0,Potential Customers
13040,8,2,676.9900000000001,2,0,0,Potential Customers
16377,267,1,676.2,1,2,2,Lost Customers
15626,74,2,675.7999999999998,2,0,0,Potential Customers
17462,60,2,675.6899999999998,2,0,0,Potential Customers
13325,81,1,675.3,2,0,0,Potential Customers
16418,44,3,675.2700000000001,2,0,0,Potential Customers
13355,122,1,674.6999999999997,2,0,0,Potential Customers
13464,58,1,674.6799999999998,2,0,0,Potential Customers
17749,178,2,674.52,1,2,2,Lost Customers
13951,176,3,674.4499999999997,1,2,2,Lost Customers
14504,47,4,673.2599999999996,2,0,0,Potential Customers
18121,149,2,673.1000000000001,1,2,2,Lost Customers
14628,91,2,671.96,2,0,0,Potential Customers
17883,3,4,671.7699999999995,2,0,0,Potential Customers
12638,33,1,671.69,2,0,0,Potential Customers
17299,11,4,669.1099999999998,2,0,0,Potential Customers
12418,112,1,668.5799999999998,2,0,0,Potential Customers
14342,21,4,668.5600000000001,2,0,0,Potential Customers
13741,71,3,668.4300000000001,2,0,0,Potential Customers
16383,74,2,668.3599999999997,2,0,0,Potential Customers
15031,4,4,668.1400000000001,2,0,0,Potential Customers
18022,35,1,668.1100000000001,2,0,0,Potential Customers
16268,71,2,667.6499999999999,2,0,0,Potential Customers
15969,2,3,666.0999999999999,2,0,0,Potential Customers
17777,24,3,665.86,2,0,0,Potential Customers
17105,159,2,665.7800000000004,1,2,2,Lost Customers
16056,45,1,664.8499999999998,2,0,0,Potential Customers
13963,308,4,664.5400000000001,1,2,2,Lost Customers
16208,44,2,664.2600000000001,2,0,0,Potential Customers
15643,191,3,664.0,1,2,2,Lost Customers
14720,5,3,663.8100000000003,2,0,0,Potential Customers
13240,96,4,663.6500000000002,2,0,0,Potential Customers
16573,84,2,663.6099999999998,2,0,0,Potential Customers
14451,60,2,662.59,2,0,0,Potential Customers
16014,37,3,662.3799999999994,2,0,0,Potential Customers
18218,211,2,662.08,1,2,2,Lost Customers
16774,67,4,661.5200000000002,2,0,0,Potential Customers
13028,22,2,661.32,2,0,0,Potential Customers
14603,274,1,660.0,1,2,2,Lost Customers
15492,28,2,659.46,2,0,0,Potential Customers
13518,85,1,659.4399999999998,2,0,0,Potential Customers
13759,33,2,659.4099999999999,2,0,0,Potential Customers
16357,33,3,658.8799999999999,2,0,0,Potential Customers
14150,35,2,658.6400000000001,2,0,0,Potential Customers
17779,21,3,658.5699999999999,2,0,0,Potential Customers
16696,135,4,657.9,2,0,0,Potential Customers
12577,35,3,657.8000000000004,2,0,0,Potential Customers
14818,73,3,657.8000000000001,2,0,0,Potential Customers
15648,204,2,657.3499999999998,1,2,2,Lost Customers
17459,43,2,657.3000000000002,2,0,0,Potential Customers
15677,49,1,657.23,2,0,0,Potential Customers
16157,15,3,656.6900000000002,2,0,0,Potential Customers
13049,64,2,656.68,2,0,0,Potential Customers
16708,45,1,656.6300000000001,2,0,0,Potential Customers
16127,39,1,656.25,2,0,0,Potential Customers
14894,85,1,655.75,2,0,0,Potential Customers
16444,46,4,654.6700000000002,2,0,0,Potential Customers
14651,67,2,654.5999999999999,2,0,0,Potential Customers
17398,114,3,653.3799999999998,2,0,0,Potential Customers
18151,134,2,653.3500000000001,2,0,0,Potential Customers
13496,10,2,653.3299999999999,2,0,0,Potential Customers
15205,85,2,653.2399999999999,2,0,0,Potential Customers
14044,26,4,652.8199999999993,2,0,0,Potential Customers
14548,150,2,652.8000000000001,1,2,2,Lost Customers
17523,11,4,652.74,2,0,0,Potential Customers
14034,22,3,651.8200000000002,2,0,0,Potential Customers
16734,52,3,650.51,2,0,0,Potential Customers
15571,11,4,650.4300000000001,2,0,0,Potential Customers
16469,23,4,650.43,2,0,0,Potential Customers
16969,39,3,650.4100000000002,2,0,0,Potential Customers
17373,40,4,646.9200000000001,2,0,0,Potential Customers
12589,28,2,646.68,2,0,0,Potential Customers
15651,36,3,646.3000000000002,2,0,0,Potential Customers
17545,43,3,645.9599999999999,2,0,0,Potential Customers
14855,119,2,645.6500000000001,2,0,0,Potential Customers
12719,5,2,644.95,2,0,0,Potential Customers
17312,138,3,644.3,2,0,0,Potential Customers
16431,213,3,642.8100000000003,1,2,2,Lost Customers
14020,16,2,642.8000000000001,2,0,0,Potential Customers
13034,54,2,642.7700000000001,2,0,0,Potential Customers
15384,169,2,642.41,1,2,2,Lost Customers
17046,157,1,642.02,1,2,2,Lost Customers
15297,10,3,641.9400000000002,2,0,0,Potential Customers
12365,291,2,641.3799999999999,1,2,2,Lost Customers
12624,106,2,641.1300000000001,2,0,0,Potential Customers
13417,4,2,640.83,2,0,0,Potential Customers
13318,1,3,640.7600000000001,2,0,0,Potential Customers
12631,57,1,640.5000000000001,2,0,0,Potential Customers
14301,117,1,640.1399999999999,2,0,0,Potential Customers
15919,19,2,639.8900000000001,2,0,0,Potential Customers
17515,31,4,639.02,2,0,0,Potential Customers
18160,57,2,638.0600000000002,2,0,0,Potential Customers
14754,44,2,638.0500000000002,2,0,0,Potential Customers
14664,19,2,637.89,2,0,0,Potential Customers
14128,60,2,637.5,2,0,0,Potential Customers
14481,164,2,636.5099999999999,1,2,2,Lost Customers
15829,99,2,636.1400000000001,2,0,0,Potential Customers
15773,5,1,635.6800000000001,2,0,0,Potential Customers
14000,211,1,635.6600000000001,1,2,2,Lost Customers
16139,18,3,635.4100000000002,2,0,0,Potential Customers
17985,22,1,634.9499999999998,2,0,0,Potential Customers
13892,26,4,632.97,2,0,0,Potential Customers
14220,247,2,632.4000000000001,1,2,2,Lost Customers
16306,213,6,632.2700000000001,1,2,2,Lost Customers
18183,227,2,632.07,1,2,2,Lost Customers
13822,5,2,632.0000000000001,2,0,0,Potential Customers
14021,155,3,631.9000000000001,1,2,2,Lost Customers
15244,65,2,631.5700000000002,2,0,0,Potential Customers
13539,85,3,631.34,2,0,0,Potential Customers
17990,236,3,630.8400000000001,1,2,2,Lost Customers
13046,30,2,629.31,2,0,0,Potential Customers
13525,14,2,628.78,2,0,0,Potential Customers
14687,106,1,628.3799999999999,2,0,0,Potential Customers
16022,260,1,628.28,1,2,2,Lost Customers
15028,8,4,627.13,2,0,0,Potential Customers
13546,12,3,626.99,2,0,0,Potential Customers
15402,148,2,626.7699999999999,1,2,2,Lost Customers
14036,284,1,626.6499999999999,1,2,2,Lost Customers
13914,11,2,626.4499999999999,2,0,0,Potential Customers
14382,26,1,626.0700000000002,2,0,0,Potential Customers
16750,44,5,623.93,2,0,0,Potential Customers
16718,369,1,623.75,1,2,2,Lost Customers
12649,107,3,623.5099999999999,2,0,0,Potential Customers
15147,240,1,623.5,1,2,2,Lost Customers
13368,256,2,623.4000000000001,1,2,2,Lost Customers
15258,168,2,623.16,1,2,2,Lost Customers
17499,289,1,622.88,1,2,2,Lost Customers
15182,154,2,622.8499999999999,1,2,2,Lost Customers
17460,94,6,622.43,2,0,0,Potential Customers
15768,115,3,621.83,2,0,0,Potential Customers
18217,29,2,621.7500000000001,2,0,0,Potential Customers
16915,9,6,621.68,2,0,0,Potential Customers
17640,86,1,621.66,2,0,0,Potential Customers
14152,75,2,621.2900000000001,2,0,0,Potential Customers
13402,127,2,621.23,2,0,0,Potential Customers
16141,88,1,620.4,2,0,0,Potential Customers
12667,58,1,620.1300000000001,2,0,0,Potential Customers
14529,60,3,620.0399999999997,2,0,0,Potential Customers
13493,275,2,618.6300000000001,1,2,2,Lost Customers
16613,70,1,618.5900000000001,2,0,0,Potential Customers
13145,39,4,618.52,2,0,0,Potential Customers
12596,51,2,618.2699999999999,2,0,0,Potential Customers
16134,21,2,618.09,2,0,0,Potential Customers
13301,103,4,618.0899999999998,2,0,0,Potential Customers
14593,21,3,617.9899999999999,2,0,0,Potential Customers
14377,191,2,617.05,1,2,2,Lost Customers
16442,1,3,616.79,2,0,0,Potential Customers
16311,17,2,616.26,2,0,0,Potential Customers
14905,157,2,616.1500000000001,1,2,2,Lost Customers
16005,12,4,615.3899999999991,2,0,0,Potential Customers
15275,37,1,615.1400000000001,2,0,0,Potential Customers
16566,15,5,614.66,2,0,0,Potential Customers
16116,211,1,612.7800000000001,1,2,2,Lost Customers
12513,112,1,612.2900000000002,2,0,0,Potential Customers
18149,50,3,612.0800000000002,2,0,0,Potential Customers
15232,113,2,612.06,2,0,0,Potential Customers
15645,18,1,612.0099999999999,2,0,0,Potential Customers
16109,218,2,611.8799999999998,1,2,2,Lost Customers
16763,198,1,611.8500000000001,1,2,2,Lost Customers
13731,219,2,610.59,1,2,2,Lost Customers
12673,5,2,610.52,2,0,0,Potential Customers
15795,149,1,610.0100000000003,1,2,2,Lost Customers
13357,257,1,609.95,1,2,2,Lost Customers
14636,36,2,609.85,2,0,0,Potential Customers
13933,109,2,608.79,2,0,0,Potential Customers
12933,24,3,607.5299999999999,2,0,0,Potential Customers
15573,31,2,607.4499999999996,2,0,0,Potential Customers
17119,3,2,606.91,2,0,0,Potential Customers
14710,14,4,606.13,2,0,0,Potential Customers
17849,218,4,605.8,1,2,2,Lost Customers
14133,129,3,605.64,2,0,0,Potential Customers
13888,119,2,605.63,2,0,0,Potential Customers
17507,261,2,605.5799999999998,1,2,2,Lost Customers
13233,74,2,605.12,2,0,0,Potential Customers
14323,114,2,605.06,2,0,0,Potential Customers
13558,5,4,605.0599999999995,2,0,0,Potential Customers
14675,16,1,604.7500000000001,2,0,0,Potential Customers
17664,18,2,604.64,2,0,0,Potential Customers
12944,35,2,604.51,2,0,0,Potential Customers
16732,31,1,603.75,2,0,0,Potential Customers
12556,50,2,603.71,2,0,0,Potential Customers
12707,291,1,603.42,1,2,2,Lost Customers
17259,148,2,603.3700000000001,1,2,2,Lost Customers
15366,75,2,602.5100000000001,2,0,0,Potential Customers
17890,322,2,602.0900000000003,1,2,2,Lost Customers
12654,10,5,601.98,2,0,0,Potential Customers
14609,72,4,601.5600000000001,2,0,0,Potential Customers
16654,141,4,601.2699999999999,2,0,0,Potential Customers
12420,63,1,600.39,2,0,0,Potential Customers
13243,203,1,600.0700000000002,1,2,2,Lost Customers
18211,25,5,600.07,2,0,0,Potential Customers
12872,326,2,599.9699999999999,1,2,2,Lost Customers
12521,142,1,599.6800000000001,1,0,0,Potential Customers
14965,96,2,598.9999999999998,2,0,0,Potential Customers
17420,50,3,598.8300000000002,2,0,0,Potential Customers
14467,17,4,598.76,2,0,0,Potential Customers
15720,24,1,598.7300000000001,2,0,0,Potential Customers
13311,4,2,598.57,2,0,0,Potential Customers
16298,22,3,598.1999999999999,2,0,0,Potential Customers
13959,79,3,598.1999999999998,2,0,0,Potential Customers
14108,30,2,597.91,2,0,0,Potential Customers
17864,12,3,597.5000000000005,2,0,0,Potential Customers
16788,123,2,597.4799999999998,2,0,0,Potential Customers
14645,156,2,597.0899999999999,1,2,2,Lost Customers
15381,213,2,596.8499999999999,1,2,2,Lost Customers
18246,23,2,596.1,2,0,0,Potential Customers
17658,25,2,595.4200000000001,2,0,0,Potential Customers
14284,30,2,595.25,2,0,0,Potential Customers
16325,46,3,594.24,2,0,0,Potential Customers
15442,248,1,594.0,1,2,2,Lost Customers
12917,128,1,594.0,2,0,0,Potential Customers
16535,5,1,593.7499999999999,2,0,0,Potential Customers
18232,81,4,592.9700000000001,2,0,0,Potential Customers
16203,58,4,592.9,2,0,0,Potential Customers
14692,137,4,591.5500000000001,2,0,0,Potential Customers
13276,63,2,590.9300000000001,2,0,0,Potential Customers
13452,259,2,590.0,1,2,2,Lost Customers
13270,366,1,590.0,1,2,2,Lost Customers
14882,26,2,589.7,2,0,0,Potential Customers
18123,24,2,589.4399999999999,2,0,0,Potential Customers
16723,91,2,589.15,2,0,0,Potential Customers
16838,197,2,588.8500000000001,1,2,2,Lost Customers
14338,161,2,588.2200000000003,1,2,2,Lost Customers
15624,116,4,588.1300000000001,2,0,0,Potential Customers
17351,36,3,587.15,2,0,0,Potential Customers
17014,8,3,586.33,2,0,0,Potential Customers
17360,17,3,585.79,2,0,0,Potential Customers
12384,28,2,585.27,2,0,0,Potential Customers
15222,318,1,585.0,1,2,2,Lost Customers
16384,89,2,584.5000000000001,2,0,0,Potential Customers
16072,288,1,584.3199999999999,1,2,2,Lost Customers
14023,7,2,584.0699999999999,2,0,0,Potential Customers
13557,28,2,584.06,2,0,0,Potential Customers
15762,65,2,583.7499999999999,2,0,0,Potential Customers
12426,194,1,582.7299999999999,1,2,2,Lost Customers
13427,19,3,582.6,2,0,0,Potential Customers
17970,211,1,582.59,1,2,2,Lost Customers
12695,7,4,582.1,2,0,0,Potential Customers
18095,312,2,580.05,1,2,2,Lost Customers
16906,81,4,579.7700000000001,2,0,0,Potential Customers
17142,239,1,579.0,1,2,2,Lost Customers
13292,38,2,578.9399999999999,2,0,0,Potential Customers
17540,24,2,578.9,2,0,0,Potential Customers
12601,189,5,577.0600000000001,1,2,2,Lost Customers
14176,297,4,576.9,1,2,2,Lost Customers
16916,23,2,576.2600000000002,2,0,0,Potential Customers
15830,37,1,575.9999999999998,2,0,0,Potential Customers
15550,4,4,575.6299999999999,2,0,0,Potential Customers
16345,44,1,575.41,2,0,0,Potential Customers
13487,57,3,575.3999999999999,2,0,0,Potential Customers
14167,39,4,574.84,2,0,0,Potential Customers
14400,149,1,574.7,1,2,2,Lost Customers
12784,9,2,574.4199999999998,2,0,0,Potential Customers
15339,66,2,574.0699999999998,2,0,0,Potential Customers
15303,290,1,574.0200000000001,1,2,2,Lost Customers
12879,44,3,573.22,2,0,0,Potential Customers
15415,313,1,572.8100000000001,1,2,2,Lost Customers
13379,26,3,572.5599999999996,2,0,0,Potential Customers
13405,74,3,572.45,2,0,0,Potential Customers
12816,95,2,572.1999999999999,2,0,0,Potential Customers
13816,23,2,571.6699999999998,2,0,0,Potential Customers
17616,173,3,571.2,1,2,2,Lost Customers
15821,44,2,570.96,2,0,0,Potential Customers
15315,64,2,570.4999999999998,2,0,0,Potential Customers
14592,35,3,570.4599999999999,2,0,0,Potential Customers
16667,68,2,570.1299999999999,2,0,0,Potential Customers
13939,23,3,568.5500000000001,2,0,0,Potential Customers
13321,72,2,567.36,2,0,0,Potential Customers
17897,172,3,566.6000000000001,1,2,2,Lost Customers
18150,32,3,566.5799999999999,2,0,0,Potential Customers
16278,100,1,566.3799999999999,2,0,0,Potential Customers
13894,23,3,564.6199999999999,2,0,0,Potential Customers
15344,0,3,563.9399999999999,2,0,0,Potential Customers
16933,1,2,563.23,2,0,0,Potential Customers
14753,87,1,563.1500000000001,2,0,0,Potential Customers
17265,138,2,562.9,2,0,0,Potential Customers
12414,217,3,562.4100000000001,1,2,2,Lost Customers
12559,310,2,561.7099999999999,1,2,2,Lost Customers
13946,79,3,561.57,2,0,0,Potential Customers
15655,243,1,560.67,1,2,2,Lost Customers
13044,291,1,560.4700000000001,1,2,2,Lost Customers
14273,51,4,559.9700000000001,2,0,0,Potential Customers
16275,196,1,559.8699999999999,1,2,2,Lost Customers
18043,24,3,559.5099999999996,2,0,0,Potential Customers
14177,86,4,559.41,2,0,0,Potential Customers
12866,283,1,559.1199999999999,1,2,2,Lost Customers
17503,2,2,558.9599999999999,2,0,0,Potential Customers
12987,73,2,558.7,2,0,0,Potential Customers
13800,309,1,558.3199999999998,1,2,2,Lost Customers
13260,61,1,557.62,2,0,0,Potential Customers
17955,198,4,557.3,1,2,2,Lost Customers
17295,28,3,556.9499999999999,2,0,0,Potential Customers
16385,60,3,555.8899999999999,2,0,0,Potential Customers
14805,15,4,554.65,2,0,0,Potential Customers
14891,148,2,554.3800000000001,1,2,2,Lost Customers
14618,9,3,553.44,2,0,0,Potential Customers
15068,46,2,553.3599999999998,2,0,0,Potential Customers
12363,109,2,551.9999999999999,2,0,0,Potential Customers
17674,74,2,551.04,2,0,0,Potential Customers
17291,308,1,550.8,1,2,2,Lost Customers
17235,25,2,550.06,2,0,0,Potential Customers
12390,79,1,549.8399999999999,2,0,0,Potential Customers
16340,107,1,549.0700000000002,2,0,0,Potential Customers
16536,110,1,548.97,2,0,0,Potential Customers
16031,92,2,548.9399999999997,2,0,0,Potential Customers
14474,46,1,547.66,2,0,0,Potential Customers
16811,4,2,547.0699999999999,2,0,0,Potential Customers
17637,31,2,547.06,2,0,0,Potential Customers
16211,88,1,547.0199999999999,2,0,0,Potential Customers
17520,53,1,546.8099999999998,2,0,0,Potential Customers
12743,134,2,546.43,2,0,0,Potential Customers
14997,46,3,546.2,2,0,0,Potential Customers
17806,11,1,546.04,2,0,0,Potential Customers
12793,334,2,545.48,1,2,2,Lost Customers
16475,88,4,544.3,2,0,0,Potential Customers
13617,40,3,544.1800000000001,2,0,0,Potential Customers
13390,74,1,544.0799999999999,2,0,0,Potential Customers
16927,115,3,543.0500000000001,2,0,0,Potential Customers
13278,40,1,542.7299999999998,2,0,0,Potential Customers
16230,189,2,542.03,1,2,2,Lost Customers
17447,40,2,541.53,2,0,0,Potential Customers
17557,14,3,541.4600000000002,2,0,0,Potential Customers
13874,358,1,540.45,1,2,2,Lost Customers
13812,42,3,539.0,2,0,0,Potential Customers
14496,311,2,538.8100000000001,1,2,2,Lost Customers
15452,29,3,538.73,2,0,0,Potential Customers
15469,50,2,538.55,2,0,0,Potential Customers
15539,7,1,538.4600000000002,2,0,0,Potential Customers
17062,313,4,538.3699999999999,1,2,2,Lost Customers
17345,15,4,537.7399999999999,2,0,0,Potential Customers
14539,15,2,537.4799999999999,2,0,0,Potential Customers
16206,54,4,537.06,2,0,0,Potential Customers
15043,31,1,537.0,2,0,0,Potential Customers
16804,23,3,536.9899999999999,2,0,0,Potential Customers
16233,71,3,536.68,2,0,0,Potential Customers
15535,173,4,536.3999999999996,1,2,2,Lost Customers
16142,249,1,535.34,1,2,2,Lost Customers
12988,292,1,535.3199999999999,1,2,2,Lost Customers
13000,106,3,534.8500000000001,2,0,0,Potential Customers
13385,329,1,534.5699999999999,1,2,2,Lost Customers
17443,219,1,534.24,1,2,2,Lost Customers
13434,74,2,534.24,2,0,0,Potential Customers
13217,122,3,533.9799999999999,2,0,0,Potential Customers
15433,213,2,533.3,1,2,2,Lost Customers
15756,61,4,532.9599999999996,2,0,0,Potential Customers
15825,172,1,532.94,1,2,2,Lost Customers
16706,37,3,531.35,2,0,0,Potential Customers
14265,109,2,530.18,2,0,0,Potential Customers
18159,301,1,530.15,1,2,2,Lost Customers
14002,134,2,529.73,2,0,0,Potential Customers
14463,98,3,529.6199999999999,2,0,0,Potential Customers
16185,16,2,529.4099999999999,2,0,0,Potential Customers
17631,1,3,528.33,2,0,0,Potential Customers
16602,36,1,528.0799999999999,2,0,0,Potential Customers
12479,11,1,527.2,2,0,0,Potential Customers
17623,32,1,527.0499999999998,2,0,0,Potential Customers
18252,50,2,526.6699999999998,2,0,0,Potential Customers
16892,1,5,525.5399999999998,2,0,0,Potential Customers
17290,3,2,525.2399999999998,2,0,0,Potential Customers
17429,128,3,524.9200000000001,2,0,0,Potential Customers
15467,9,3,524.8800000000001,2,0,0,Potential Customers
15891,226,1,524.5200000000001,1,2,2,Lost Customers
13721,36,1,524.1400000000001,2,0,0,Potential Customers
17329,14,2,523.11,2,0,0,Potential Customers
18017,81,3,523.0,2,0,0,Potential Customers
17712,44,1,522.91,2,0,0,Potential Customers
14871,3,4,522.3799999999998,2,0,0,Potential Customers
12863,52,1,521.2,2,0,0,Potential Customers
15149,133,1,520.8,2,0,0,Potential Customers
14873,210,1,519.68,1,2,2,Lost Customers
12571,39,2,519.6099999999999,2,0,0,Potential Customers
13643,31,3,519.44,2,0,0,Potential Customers
16955,184,4,518.6700000000001,1,2,2,Lost Customers
16650,71,1,518.4199999999998,2,0,0,Potential Customers
15030,71,2,518.28,2,0,0,Potential Customers
16135,262,1,517.55,1,2,2,Lost Customers
17454,192,4,517.5300000000001,1,2,2,Lost Customers
18205,36,2,517.3600000000001,2,0,0,Potential Customers
13043,273,1,516.42,1,2,2,Lost Customers
15882,198,4,516.3599999999999,1,2,2,Lost Customers
15809,36,5,515.7699999999999,2,0,0,Potential Customers
12811,260,3,514.85,1,2,2,Lost Customers
15246,238,2,514.1500000000001,1,2,2,Lost Customers
13005,173,2,513.7,1,2,2,Lost Customers
17513,72,1,513.2,2,0,0,Potential Customers
17805,73,1,512.3100000000001,2,0,0,Potential Customers
17480,77,1,511.82,2,0,0,Potential Customers
12582,238,2,511.36,1,2,2,Lost Customers
14851,23,2,511.3499999999999,2,0,0,Potential Customers
16561,5,2,511.12000000000006,2,0,0,Potential Customers
15406,31,2,510.7099999999999,2,0,0,Potential Customers
12904,18,2,509.57999999999976,2,0,0,Potential Customers
12436,99,1,509.01,2,0,0,Potential Customers
16898,26,3,508.8099999999997,2,0,0,Potential Customers
15417,85,1,508.80000000000007,2,0,0,Potential Customers
17391,163,2,508.8,1,2,2,Lost Customers
14317,64,1,508.58,2,0,0,Potential Customers
17958,116,1,508.46,2,0,0,Potential Customers
17415,79,1,507.84,2,0,0,Potential Customers
14158,40,1,507.6599999999998,2,0,0,Potential Customers
14820,21,4,507.29,2,0,0,Potential Customers
15721,11,1,507.0799999999999,2,0,0,Potential Customers
16960,38,3,507.0500000000002,2,0,0,Potential Customers
13885,189,2,506.8,1,2,2,Lost Customers
16614,182,1,506.1899999999999,1,2,2,Lost Customers
14014,77,1,505.18000000000006,2,0,0,Potential Customers
15081,22,5,504.79999999999984,2,0,0,Potential Customers
12991,23,2,503.76,2,0,0,Potential Customers
17630,169,2,503.5999999999999,1,2,2,Lost Customers
16863,31,2,502.8,2,0,0,Potential Customers
15006,51,1,502.08999999999975,2,0,0,Potential Customers
13865,58,4,501.56,2,0,0,Potential Customers
15881,312,5,501.38999999999993,1,2,2,Lost Customers
13116,138,1,501.1400000000001,1,0,0,Potential Customers
13247,17,4,501.12,2,0,0,Potential Customers
16616,15,2,500.4200000000001,2,0,0,Potential Customers
15389,172,1,500.0,1,2,2,Lost Customers
14958,147,3,499.68,1,2,2,Lost Customers
14077,40,5,499.4199999999999,2,0,0,Potential Customers
15193,60,1,499.3200000000001,2,0,0,Potential Customers
14681,71,3,498.95,2,0,0,Potential Customers
16488,33,3,498.8,2,0,0,Potential Customers
15142,46,1,498.74,2,0,0,Potential Customers
17053,130,1,498.48,2,0,0,Potential Customers
17298,101,2,498.4199999999999,2,0,0,Potential Customers
16820,95,1,497.60999999999984,2,0,0,Potential Customers
17495,7,2,497.56,2,0,0,Potential Customers
16368,2,2,497.4299999999998,2,0,0,Potential Customers
15300,64,1,496.44,2,0,0,Potential Customers
15018,38,3,496.2099999999999,2,0,0,Potential Customers
17374,218,2,495.7699999999999,1,2,2,Lost Customers
15448,312,1,494.6400000000001,1,2,2,Lost Customers
16352,17,2,494.44000000000005,2,0,0,Potential Customers
17333,85,1,494.25000000000006,2,0,0,Potential Customers
12763,138,2,494.08,2,0,0,Potential Customers
15877,1,2,493.28,2,0,0,Potential Customers
13176,46,1,492.84,2,0,0,Potential Customers
14270,331,1,492.6499999999999,1,2,2,Lost Customers
15507,171,1,492.3599999999999,1,2,2,Lost Customers
13732,28,1,491.85999999999984,2,0,0,Potential Customers
14236,80,2,490.86,2,0,0,Potential Customers
15000,47,1,490.51999999999975,2,0,0,Potential Customers
14416,22,2,490.22,2,0,0,Potential Customers
18074,373,1,489.6,1,2,2,Lost Customers
12809,177,1,489.31,1,2,2,Lost Customers
17361,49,3,488.2,2,0,0,Potential Customers
14396,65,2,487.9899999999999,2,0,0,Potential Customers
15165,373,1,487.75,1,2,2,Lost Customers
16643,245,1,487.5100000000001,1,2,2,Lost Customers
13338,157,1,487.02,1,2,2,Lost Customers
13675,151,2,486.82,1,2,2,Lost Customers
17453,17,2,486.7200000000001,2,0,0,Potential Customers
15287,22,2,486.69,2,0,0,Potential Customers
13153,5,1,486.2200000000001,2,0,0,Potential Customers
12639,238,1,486.1,1,2,2,Lost Customers
15109,245,1,484.9500000000001,1,2,2,Lost Customers
16999,23,2,484.82,2,0,0,Potential Customers
16504,25,1,484.3800000000001,2,0,0,Potential Customers
16518,61,2,484.3200000000001,2,0,0,Potential Customers
14130,319,1,483.85999999999984,1,2,2,Lost Customers
13531,205,2,483.80000000000007,1,2,2,Lost Customers
12808,36,3,483.65000000000015,2,0,0,Potential Customers
14147,78,2,483.4,2,0,0,Potential Customers
17555,19,2,483.2600000000001,2,0,0,Potential Customers
14450,180,3,483.25,1,2,2,Lost Customers
16603,74,2,482.47,2,0,0,Potential Customers
17950,72,3,482.19999999999993,2,0,0,Potential Customers
12504,18,2,482.05,2,0,0,Potential Customers
16693,68,2,482.00999999999993,2,0,0,Potential Customers
18216,31,1,481.75,2,0,0,Potential Customers
15091,67,1,480.71,2,0,0,Potential Customers
16812,360,1,479.35,1,2,2,Lost Customers
16008,23,3,478.78000000000014,2,0,0,Potential Customers
15589,255,3,478.53,1,2,2,Lost Customers
16768,47,3,478.0899999999999,2,0,0,Potential Customers
12644,129,1,477.91,2,0,0,Potential Customers
13092,70,5,477.8299999999999,2,0,0,Potential Customers
14320,206,2,477.79,1,2,2,Lost Customers
12447,243,1,476.49,1,2,2,Lost Customers
18176,358,1,476.35,1,2,2,Lost Customers
14853,24,2,475.8,2,0,0,Potential Customers
14497,309,1,475.37,1,2,2,Lost Customers
15780,183,3,475.28,1,2,2,Lost Customers
15349,158,2,473.8099999999999,1,2,2,Lost Customers
15557,28,1,473.65,2,0,0,Potential Customers
16374,66,2,473.0299999999996,2,0,0,Potential Customers
14013,110,3,473.02,2,0,0,Potential Customers
16038,7,3,471.78,2,0,0,Potential Customers
17964,31,2,471.6999999999999,2,0,0,Potential Customers
16885,15,3,471.5099999999997,2,0,0,Potential Customers
13066,24,2,470.80000000000007,2,0,0,Potential Customers
15963,19,2,470.7600000000001,2,0,0,Potential Customers
14431,302,1,470.36,1,2,2,Lost Customers
15471,2,1,469.4800000000001,2,0,0,Potential Customers
15026,80,3,469.0,2,0,0,Potential Customers
14896,204,2,468.77,1,2,2,Lost Customers
13171,21,3,468.41,2,0,0,Potential Customers
14335,16,2,468.25999999999993,2,0,0,Potential Customers
14029,63,2,467.66,2,0,0,Potential Customers
15468,51,2,467.5100000000001,2,0,0,Potential Customers
13579,14,2,467.04,2,0,0,Potential Customers
14205,16,2,466.7,2,0,0,Potential Customers
13248,124,2,465.68,2,0,0,Potential Customers
15036,72,3,465.55000000000007,2,0,0,Potential Customers
17140,247,1,465.32,1,2,2,Lost Customers
16742,46,1,464.9,2,0,0,Potential Customers
13928,10,4,464.5699999999999,2,0,0,Potential Customers
16586,248,1,463.95,1,2,2,Lost Customers
14967,49,1,463.8,2,0,0,Potential Customers
12787,9,3,463.66,2,0,0,Potential Customers
17418,42,2,463.46,2,0,0,Potential Customers
14489,207,1,463.38000000000005,1,2,2,Lost Customers
12945,288,1,462.95,1,2,2,Lost Customers
14331,124,2,462.66,2,0,0,Potential Customers
